,createdAt,merchant,category,amount
275,2023-12-29 03:31:01,Netflix,Entertainment,219.09
9116,2023-12-29 06:13:59,Uber,Transportation,114.23
4484,2023-12-29 09:35:42,Best Buy,Shopping,121.03
5302,2023-12-29 09:38:08,Airbnb,Travel,321.18
6790,2023-12-29 16:07:31,Amazon,Entertainment,132.44
1995,2023-12-30 11:39:29,Netflix,Entertainment,90.23
5314,2023-12-30 12:39:29,Netflix,Entertainment,466.85
7565,2023-12-30 16:19:33,Apple Store,Electronics,177.98
1009,2023-12-31 11:04:10,Target,Shopping,344.84
5821,2023-12-31 18:15:46,Apple Store,Electronics,411.35
5762,2023-12-31 20:08:43,Starbucks,Health,327.52
8951,2024-01-01 03:17:39,Walmart,Utilities,458.25
7965,2024-01-01 04:43:25,Airbnb,Travel,89.61
4937,2024-01-01 08:03:41,Best Buy,Electronics,387.27
9792,2024-01-01 11:26:20,Best Buy,Electronics,191.16
8636,2024-01-01 17:16:16,Amazon,Entertainment,249.25
9712,2024-01-02 00:13:21,Best Buy,Shopping,96.45
6892,2024-01-02 05:44:41,Walmart,Utilities,495.46
4430,2024-01-02 05:52:23,Spotify,Entertainment,475.77
9848,2024-01-02 06:31:52,Spotify,Entertainment,286.53
2760,2024-01-02 07:42:53,Amazon,Entertainment,219.58
2735,2024-01-02 13:57:48,Spotify,Entertainment,50.81
4741,2024-01-02 17:27:14,Netflix,Entertainment,230.39
7178,2024-01-02 17:34:21,Starbucks,Dining,465.83
7828,2024-01-02 21:41:42,Apple Store,Electronics,287.97
3045,2024-01-03 10:23:29,Starbucks,Health,91.93
984,2024-01-03 16:39:33,Starbucks,Health,230.61
2363,2024-01-03 17:27:34,Spotify,Entertainment,179.38
4057,2024-01-03 19:37:53,Airbnb,Travel,308.82
6974,2024-01-03 21:05:50,Amazon,Shopping,287.15
5299,2024-01-03 22:40:46,Best Buy,Shopping,258.45
8653,2024-01-03 23:33:27,Airbnb,Travel,453.62
933,2024-01-04 05:31:18,Starbucks,Health,46.73
1768,2024-01-04 11:13:51,Starbucks,Health,351.02
4559,2024-01-04 16:13:59,Amazon,Travel,433.52
2563,2024-01-04 17:19:08,Spotify,Entertainment,466.34
7894,2024-01-04 18:15:27,Amazon,Entertainment,125.24
1398,2024-01-04 19:20:57,Spotify,Entertainment,327.91
6143,2024-01-04 22:57:37,Walmart,Groceries,295.32
9110,2024-01-05 08:49:41,Best Buy,Electronics,368.29
9070,2024-01-05 09:28:16,Uber,Travel,198.8
4382,2024-01-05 10:44:59,Airbnb,Travel,213.5
9645,2024-01-05 11:05:55,Netflix,Entertainment,62.31
2778,2024-01-05 11:52:16,Spotify,Entertainment,494.36
5811,2024-01-05 14:46:27,Spotify,Entertainment,247.29
9641,2024-01-05 16:49:15,Airbnb,Travel,499.25
4329,2024-01-05 17:48:18,Best Buy,Electronics,308.65
2063,2024-01-05 19:00:55,Airbnb,Travel,181.25
9993,2024-01-06 04:21:44,Airbnb,Travel,12.34
6184,2024-01-06 04:46:42,Airbnb,Travel,136.4
2152,2024-01-06 11:40:31,Airbnb,Travel,29.45
9035,2024-01-06 16:15:56,Netflix,Entertainment,480.41
8809,2024-01-06 16:46:16,Best Buy,Shopping,35.74
2643,2024-01-06 17:40:19,Amazon,Travel,89.41
3247,2024-01-06 21:06:18,Airbnb,Travel,67.04
5349,2024-01-07 00:21:05,Airbnb,Travel,173.38
766,2024-01-07 11:05:41,Target,Health,493.17
367,2024-01-07 13:25:05,Airbnb,Travel,463.89
1825,2024-01-07 19:34:52,Airbnb,Travel,396.74
6429,2024-01-07 21:45:44,Netflix,Entertainment,333.21
757,2024-01-08 04:41:42,Netflix,Entertainment,174.25
2288,2024-01-08 07:06:20,Amazon,Entertainment,67.52
2984,2024-01-08 13:51:43,Walmart,Shopping,198.47
5726,2024-01-08 14:01:30,Netflix,Entertainment,443.89
5947,2024-01-09 01:06:12,Amazon,Entertainment,297.04
1421,2024-01-09 05:43:36,Best Buy,Shopping,420.76
9941,2024-01-09 16:06:50,Starbucks,Health,102.28
5344,2024-01-09 17:14:50,Apple Store,Electronics,113.24
1617,2024-01-09 22:05:49,Amazon,Entertainment,322.14
6173,2024-01-09 23:23:49,Airbnb,Travel,70.89
6879,2024-01-10 03:11:50,Walmart,Shopping,282.11
8578,2024-01-10 06:04:19,Apple Store,Electronics,159.36
7739,2024-01-10 06:25:12,Walmart,Shopping,91.54
6341,2024-01-10 21:30:31,Airbnb,Travel,294.9
7414,2024-01-10 23:36:48,Best Buy,Electronics,373.79
2711,2024-01-11 00:37:26,Target,Shopping,479.21
5107,2024-01-11 04:05:52,Spotify,Entertainment,100.18
2345,2024-01-11 07:17:08,Uber,Transportation,22.34
6872,2024-01-11 14:44:30,Uber,Transportation,86.53
2717,2024-01-11 17:47:37,Starbucks,Health,74.12
6366,2024-01-11 19:02:33,Apple Store,Electronics,440.74
8009,2024-01-11 22:44:47,Netflix,Entertainment,77.24
2009,2024-01-11 23:38:46,Target,Groceries,35.43
6751,2024-01-12 01:52:23,Starbucks,Dining,353.92
5397,2024-01-12 01:56:07,Best Buy,Shopping,77.53
6491,2024-01-12 07:20:13,Walmart,Groceries,292.65
1191,2024-01-12 11:54:14,Best Buy,Electronics,188.33
1924,2024-01-12 11:59:24,Walmart,Shopping,450.06
7155,2024-01-12 18:18:16,Airbnb,Travel,70.94
7273,2024-01-12 22:08:44,Target,Groceries,495.49
2174,2024-01-13 12:38:01,Uber,Travel,211.74
4617,2024-01-13 16:06:07,Walmart,Utilities,468.41
5979,2024-01-13 19:56:12,Airbnb,Travel,64.67
5961,2024-01-14 01:42:05,Amazon,Shopping,454.39
5509,2024-01-14 05:45:47,Spotify,Entertainment,458.79
9215,2024-01-14 06:55:50,Target,Shopping,192.26
5683,2024-01-14 08:58:46,Amazon,Shopping,494.1
6372,2024-01-14 12:25:58,Uber,Transportation,377.41
7497,2024-01-14 21:32:49,Airbnb,Travel,62.38
9632,2024-01-15 14:53:48,Spotify,Entertainment,457.67
890,2024-01-15 19:11:39,Amazon,Shopping,499.72
700,2024-01-16 00:14:15,Uber,Travel,34.44
3843,2024-01-16 00:45:12,Walmart,Utilities,421.52
9364,2024-01-16 00:56:49,Spotify,Entertainment,310.36
241,2024-01-16 04:41:46,Apple Store,Shopping,293.16
5432,2024-01-16 08:10:52,Netflix,Entertainment,274.01
3180,2024-01-16 11:28:59,Airbnb,Travel,227.76
5883,2024-01-16 19:21:02,Amazon,Entertainment,219.36
5469,2024-01-16 20:55:42,Best Buy,Shopping,393.26
1352,2024-01-17 02:53:13,Spotify,Entertainment,348.21
348,2024-01-17 03:24:18,Target,Shopping,456.0
7088,2024-01-17 07:51:18,Amazon,Travel,34.13
6474,2024-01-17 13:50:15,Netflix,Entertainment,203.48
2293,2024-01-17 15:54:54,Target,Groceries,486.34
3347,2024-01-18 08:31:27,Apple Store,Electronics,313.72
9818,2024-01-18 11:40:43,Uber,Travel,239.2
1745,2024-01-18 14:36:03,Airbnb,Travel,200.63
4124,2024-01-18 19:27:24,Target,Shopping,123.54
4930,2024-01-19 02:52:07,Airbnb,Travel,14.25
3730,2024-01-19 13:02:04,Apple Store,Electronics,185.82
734,2024-01-19 17:08:00,Amazon,Travel,14.92
3833,2024-01-19 21:03:26,Starbucks,Dining,193.67
95,2024-01-20 01:13:26,Spotify,Entertainment,356.58
8520,2024-01-20 04:07:02,Spotify,Entertainment,14.24
7280,2024-01-20 05:38:32,Best Buy,Electronics,399.63
1005,2024-01-20 11:58:21,Apple Store,Shopping,376.84
6443,2024-01-20 14:28:09,Spotify,Entertainment,485.09
3744,2024-01-20 18:55:27,Uber,Travel,91.01
7943,2024-01-20 19:50:51,Best Buy,Shopping,89.1
3494,2024-01-20 21:44:44,Netflix,Entertainment,407.46
1011,2024-01-21 01:03:49,Walmart,Shopping,355.42
599,2024-01-21 03:01:25,Apple Store,Electronics,208.03
6297,2024-01-21 04:20:56,Walmart,Utilities,389.33
3232,2024-01-21 06:10:43,Airbnb,Travel,193.16
7707,2024-01-21 16:29:20,Starbucks,Dining,273.84
6850,2024-01-21 18:13:14,Airbnb,Travel,81.84
4133,2024-01-21 18:45:05,Starbucks,Health,189.8
8395,2024-01-22 08:17:06,Walmart,Utilities,367.43
9188,2024-01-22 09:21:51,Walmart,Groceries,490.23
9373,2024-01-22 10:42:22,Target,Groceries,217.82
5541,2024-01-22 16:05:47,Starbucks,Health,25.66
9047,2024-01-22 18:27:41,Uber,Travel,20.05
9881,2024-01-22 19:58:21,Uber,Travel,409.94
6200,2024-01-22 21:54:55,Airbnb,Travel,153.43
8314,2024-01-22 22:15:31,Netflix,Entertainment,343.36
377,2024-01-22 23:21:24,Spotify,Entertainment,15.46
5669,2024-01-22 23:45:31,Apple Store,Electronics,231.99
9291,2024-01-23 00:46:27,Apple Store,Shopping,89.6
5773,2024-01-23 04:52:51,Apple Store,Electronics,245.0
7755,2024-01-23 05:00:32,Netflix,Entertainment,451.32
9245,2024-01-23 08:39:53,Airbnb,Travel,399.85
2118,2024-01-23 14:27:41,Spotify,Entertainment,243.69
66,2024-01-24 05:09:06,Starbucks,Health,202.1
9122,2024-01-24 19:09:00,Best Buy,Shopping,29.49
8647,2024-01-24 22:32:05,Uber,Travel,360.73
5460,2024-01-25 04:27:29,Apple Store,Shopping,221.79
2111,2024-01-25 10:49:17,Uber,Transportation,11.41
629,2024-01-25 12:06:18,Walmart,Groceries,20.08
9824,2024-01-25 21:08:39,Best Buy,Electronics,303.66
9757,2024-01-25 23:59:04,Amazon,Travel,364.15
2170,2024-01-26 10:06:16,Airbnb,Travel,499.0
7580,2024-01-26 10:11:41,Spotify,Entertainment,105.06
7535,2024-01-26 11:12:41,Target,Groceries,462.15
2116,2024-01-26 13:13:30,Amazon,Travel,185.46
6887,2024-01-26 15:30:08,Walmart,Shopping,19.63
3625,2024-01-26 20:46:46,Uber,Transportation,67.55
955,2024-01-27 05:41:58,Airbnb,Travel,487.51
954,2024-01-27 09:36:35,Apple Store,Shopping,266.72
5180,2024-01-27 10:45:53,Uber,Transportation,74.18
6311,2024-01-27 15:11:56,Netflix,Entertainment,209.05
3210,2024-01-27 20:16:44,Best Buy,Electronics,223.62
6526,2024-01-28 02:49:57,Airbnb,Travel,52.73
9598,2024-01-28 11:31:06,Spotify,Entertainment,455.33
9211,2024-01-28 21:07:34,Apple Store,Shopping,173.6
4136,2024-01-28 23:48:32,Apple Store,Shopping,148.67
2824,2024-01-29 02:17:01,Best Buy,Electronics,240.91
9474,2024-01-29 10:01:18,Uber,Transportation,295.59
4670,2024-01-29 22:35:53,Starbucks,Dining,425.29
5792,2024-01-30 01:13:29,Target,Groceries,99.31
5025,2024-01-30 06:48:05,Apple Store,Electronics,179.09
7354,2024-01-30 07:17:25,Apple Store,Shopping,241.75
8579,2024-01-31 04:49:49,Walmart,Utilities,322.28
4823,2024-01-31 06:48:14,Apple Store,Shopping,109.63
6308,2024-01-31 07:06:29,Uber,Transportation,388.6
3068,2024-01-31 09:30:59,Uber,Travel,119.02
5835,2024-01-31 13:33:08,Target,Shopping,43.93
3081,2024-01-31 14:14:56,Spotify,Entertainment,273.76
635,2024-02-01 07:09:52,Best Buy,Shopping,68.48
3851,2024-02-01 08:16:28,Airbnb,Travel,425.86
6498,2024-02-01 09:58:42,Airbnb,Travel,202.67
8854,2024-02-01 12:34:39,Target,Health,238.15
6406,2024-02-01 16:30:24,Spotify,Entertainment,300.44
7162,2024-02-01 18:10:00,Uber,Transportation,452.87
5106,2024-02-01 18:14:32,Apple Store,Electronics,108.29
3328,2024-02-01 18:37:48,Apple Store,Shopping,403.56
4530,2024-02-01 20:14:01,Apple Store,Electronics,435.33
9391,2024-02-01 21:56:32,Target,Health,177.26
6574,2024-02-01 23:48:51,Airbnb,Travel,217.49
9200,2024-02-02 00:44:57,Target,Health,159.77
9062,2024-02-02 06:22:33,Starbucks,Health,417.52
2962,2024-02-02 06:23:36,Walmart,Groceries,47.73
7340,2024-02-02 09:03:17,Walmart,Utilities,89.67
8825,2024-02-02 09:53:30,Amazon,Entertainment,153.43
3374,2024-02-02 11:03:38,Best Buy,Shopping,305.24
9139,2024-02-02 11:45:26,Starbucks,Dining,141.39
3898,2024-02-02 12:42:45,Amazon,Shopping,372.87
6824,2024-02-02 19:11:26,Walmart,Utilities,119.38
5455,2024-02-03 02:56:29,Spotify,Entertainment,304.93
5231,2024-02-03 03:37:56,Apple Store,Shopping,314.73
5013,2024-02-03 05:56:21,Starbucks,Dining,365.76
6895,2024-02-03 06:46:43,Airbnb,Travel,184.53
5487,2024-02-03 07:53:03,Uber,Travel,202.83
8625,2024-02-03 10:28:16,Best Buy,Shopping,467.69
226,2024-02-04 00:43:31,Spotify,Entertainment,13.97
6988,2024-02-04 01:40:15,Apple Store,Shopping,95.8
7123,2024-02-04 03:58:52,Spotify,Entertainment,234.31
2631,2024-02-04 05:16:43,Target,Shopping,18.58
7165,2024-02-04 06:58:38,Airbnb,Travel,118.78
9800,2024-02-04 07:09:03,Netflix,Entertainment,123.66
771,2024-02-04 07:56:21,Spotify,Entertainment,497.26
4718,2024-02-04 10:49:18,Starbucks,Health,467.56
6496,2024-02-04 20:13:07,Amazon,Entertainment,116.74
1495,2024-02-04 20:18:30,Starbucks,Dining,48.06
3929,2024-02-04 21:31:56,Spotify,Entertainment,440.48
9661,2024-02-04 21:39:58,Amazon,Shopping,476.57
8802,2024-02-05 09:07:10,Walmart,Groceries,353.37
2719,2024-02-05 21:17:03,Apple Store,Electronics,367.24
838,2024-02-06 11:57:46,Best Buy,Shopping,292.74
6195,2024-02-06 12:17:02,Amazon,Travel,445.2
2792,2024-02-06 13:36:55,Target,Shopping,382.04
8640,2024-02-06 16:51:38,Best Buy,Shopping,456.37
2985,2024-02-06 21:37:04,Airbnb,Travel,336.57
6489,2024-02-07 00:32:38,Uber,Transportation,491.15
3253,2024-02-07 02:17:06,Apple Store,Electronics,240.87
9312,2024-02-07 04:09:12,Spotify,Entertainment,17.38
4285,2024-02-07 10:38:23,Airbnb,Travel,105.97
6580,2024-02-07 17:11:37,Spotify,Entertainment,366.07
7795,2024-02-07 18:38:00,Spotify,Entertainment,32.18
7777,2024-02-08 09:08:59,Amazon,Travel,49.85
9986,2024-02-08 11:09:30,Starbucks,Health,151.77
6403,2024-02-09 00:52:42,Airbnb,Travel,216.95
5155,2024-02-09 02:20:14,Amazon,Entertainment,416.78
2889,2024-02-09 05:45:11,Target,Health,230.73
5277,2024-02-09 06:03:38,Airbnb,Travel,231.22
4318,2024-02-09 19:07:19,Best Buy,Shopping,417.48
6540,2024-02-09 21:59:57,Starbucks,Dining,190.03
5960,2024-02-10 02:14:08,Uber,Travel,467.14
2016,2024-02-10 06:30:41,Best Buy,Electronics,127.76
9755,2024-02-10 09:56:05,Spotify,Entertainment,204.54
7210,2024-02-10 10:10:28,Uber,Travel,69.47
274,2024-02-10 12:04:04,Netflix,Entertainment,117.04
2467,2024-02-10 12:43:35,Walmart,Groceries,26.5
980,2024-02-10 16:21:38,Best Buy,Electronics,70.02
839,2024-02-11 03:13:01,Best Buy,Shopping,12.48
5931,2024-02-11 04:15:42,Starbucks,Health,436.81
9956,2024-02-11 12:00:40,Netflix,Entertainment,458.52
5958,2024-02-11 14:19:33,Target,Shopping,488.57
2955,2024-02-11 20:07:20,Best Buy,Shopping,170.56
3145,2024-02-12 05:11:09,Spotify,Entertainment,495.08
421,2024-02-12 08:37:45,Uber,Transportation,443.56
5447,2024-02-12 13:42:26,Starbucks,Health,317.83
3480,2024-02-13 01:02:36,Best Buy,Shopping,439.2
942,2024-02-13 01:43:58,Target,Shopping,72.37
2645,2024-02-13 16:09:05,Amazon,Entertainment,317.47
1848,2024-02-13 22:57:53,Netflix,Entertainment,405.72
9421,2024-02-14 00:40:27,Spotify,Entertainment,409.98
4964,2024-02-14 05:20:57,Amazon,Travel,70.42
1635,2024-02-14 09:51:04,Apple Store,Electronics,309.38
9010,2024-02-14 17:38:17,Best Buy,Shopping,265.56
8273,2024-02-14 20:02:11,Spotify,Entertainment,123.1
3038,2024-02-14 20:19:22,Apple Store,Electronics,7.29
9447,2024-02-14 21:10:29,Netflix,Entertainment,228.93
6064,2024-02-15 00:43:21,Netflix,Entertainment,175.53
8654,2024-02-15 10:20:29,Starbucks,Dining,441.49
3749,2024-02-15 16:41:17,Netflix,Entertainment,186.4
4094,2024-02-16 00:44:49,Netflix,Entertainment,369.24
6797,2024-02-16 09:08:21,Airbnb,Travel,440.85
7437,2024-02-16 14:12:14,Target,Shopping,166.25
4701,2024-02-16 14:28:44,Netflix,Entertainment,335.95
6468,2024-02-17 00:25:41,Apple Store,Shopping,118.7
7953,2024-02-17 01:27:52,Best Buy,Electronics,407.4
9886,2024-02-17 09:55:07,Amazon,Shopping,62.51
7424,2024-02-17 10:22:20,Netflix,Entertainment,323.35
8975,2024-02-17 12:05:41,Walmart,Shopping,175.66
1078,2024-02-17 16:57:03,Amazon,Shopping,366.6
9917,2024-02-18 00:24:42,Starbucks,Health,284.25
1285,2024-02-18 07:57:08,Best Buy,Electronics,481.99
6394,2024-02-18 11:49:13,Apple Store,Electronics,17.8
3093,2024-02-18 13:43:35,Netflix,Entertainment,97.55
1956,2024-02-18 21:13:17,Amazon,Entertainment,383.8
6643,2024-02-18 23:05:35,Netflix,Entertainment,373.37
7881,2024-02-18 23:59:42,Netflix,Entertainment,448.88
1581,2024-02-19 00:28:53,Best Buy,Shopping,343.96
2725,2024-02-19 03:38:44,Amazon,Travel,436.53
4955,2024-02-19 19:01:28,Airbnb,Travel,321.45
201,2024-02-19 21:33:31,Airbnb,Travel,6.28
9778,2024-02-19 23:20:19,Best Buy,Electronics,282.15
7494,2024-02-20 12:45:09,Airbnb,Travel,495.32
4175,2024-02-20 14:50:17,Apple Store,Electronics,29.8
7793,2024-02-21 09:38:22,Airbnb,Travel,481.32
3360,2024-02-22 05:31:02,Netflix,Entertainment,181.02
8001,2024-02-22 06:55:41,Starbucks,Health,270.01
5252,2024-02-22 11:23:01,Netflix,Entertainment,318.32
2127,2024-02-22 14:38:13,Spotify,Entertainment,491.52
3716,2024-02-23 00:03:01,Netflix,Entertainment,361.04
183,2024-02-23 10:02:03,Airbnb,Travel,160.33
215,2024-02-23 11:18:19,Uber,Transportation,416.5
7502,2024-02-23 18:26:24,Best Buy,Electronics,490.77
8095,2024-02-23 19:30:45,Spotify,Entertainment,34.68
4007,2024-02-23 23:17:19,Airbnb,Travel,154.0
3091,2024-02-23 23:38:37,Airbnb,Travel,185.4
3894,2024-02-24 18:46:29,Airbnb,Travel,49.12
5423,2024-02-24 20:35:46,Spotify,Entertainment,63.91
9905,2024-02-25 08:22:33,Amazon,Travel,383.43
7686,2024-02-25 12:08:10,Best Buy,Electronics,473.5
8991,2024-02-25 15:19:30,Airbnb,Travel,405.86
4108,2024-02-25 15:35:37,Amazon,Shopping,353.84
335,2024-02-25 20:59:04,Uber,Travel,253.8
7694,2024-02-26 01:53:49,Amazon,Travel,68.16
8229,2024-02-26 07:32:37,Target,Shopping,159.38
9595,2024-02-26 07:41:34,Netflix,Entertainment,182.3
9972,2024-02-26 08:04:44,Walmart,Groceries,250.74
9282,2024-02-26 08:57:37,Target,Shopping,112.62
5836,2024-02-26 15:11:51,Apple Store,Shopping,19.98
9664,2024-02-26 16:15:21,Apple Store,Shopping,281.52
2742,2024-02-26 18:29:17,Target,Groceries,37.28
4496,2024-02-26 20:16:42,Spotify,Entertainment,23.37
9567,2024-02-26 20:48:29,Best Buy,Electronics,108.72
9725,2024-02-26 21:26:33,Starbucks,Dining,235.03
27,2024-02-27 01:12:55,Best Buy,Electronics,473.64
3440,2024-02-27 02:27:37,Walmart,Groceries,441.24
1317,2024-02-27 02:40:15,Apple Store,Shopping,188.4
8952,2024-02-27 09:31:01,Netflix,Entertainment,268.65
9738,2024-02-27 10:02:40,Starbucks,Dining,120.76
3722,2024-02-27 12:27:02,Spotify,Entertainment,156.47
5688,2024-02-27 13:41:56,Airbnb,Travel,58.83
1852,2024-02-27 14:29:01,Apple Store,Shopping,51.52
3946,2024-02-27 16:10:21,Target,Health,8.67
2850,2024-02-27 17:45:24,Amazon,Travel,134.03
2820,2024-02-27 19:20:22,Amazon,Shopping,489.03
603,2024-02-28 01:47:42,Best Buy,Electronics,88.17
1618,2024-02-28 03:02:15,Netflix,Entertainment,450.22
9221,2024-02-28 16:48:26,Amazon,Entertainment,127.48
8341,2024-02-28 18:41:36,Uber,Transportation,104.98
8660,2024-02-29 05:10:00,Uber,Transportation,411.82
8258,2024-02-29 05:29:49,Walmart,Groceries,133.6
4270,2024-02-29 08:18:34,Netflix,Entertainment,459.77
6658,2024-02-29 08:53:47,Best Buy,Shopping,104.04
5713,2024-02-29 08:58:58,Starbucks,Dining,382.7
99,2024-02-29 12:37:01,Walmart,Groceries,96.59
2025,2024-02-29 15:18:50,Starbucks,Health,414.53
8006,2024-02-29 22:59:00,Airbnb,Travel,260.73
5755,2024-03-01 08:29:38,Starbucks,Dining,279.85
2543,2024-03-01 19:42:00,Starbucks,Dining,367.11
542,2024-03-01 19:48:05,Spotify,Entertainment,145.44
4899,2024-03-01 19:51:33,Amazon,Shopping,132.76
6993,2024-03-02 08:29:13,Airbnb,Travel,284.01
6620,2024-03-02 14:26:40,Starbucks,Dining,476.74
3246,2024-03-02 19:44:32,Walmart,Groceries,364.99
4135,2024-03-03 08:33:40,Uber,Transportation,438.91
1588,2024-03-03 11:51:22,Spotify,Entertainment,263.83
1322,2024-03-03 19:04:32,Best Buy,Shopping,19.59
380,2024-03-03 23:01:10,Airbnb,Travel,419.69
4896,2024-03-04 03:32:06,Airbnb,Travel,378.11
4681,2024-03-04 04:56:54,Netflix,Entertainment,326.57
721,2024-03-04 06:28:51,Target,Health,297.03
4685,2024-03-04 22:12:31,Uber,Transportation,433.64
8313,2024-03-05 01:37:16,Airbnb,Travel,420.39
7740,2024-03-05 04:31:58,Apple Store,Electronics,450.69
673,2024-03-05 09:42:34,Apple Store,Electronics,438.67
8071,2024-03-05 11:55:31,Target,Groceries,7.95
2270,2024-03-05 16:47:28,Airbnb,Travel,326.85
9732,2024-03-05 21:14:18,Spotify,Entertainment,403.65
4612,2024-03-06 06:33:54,Apple Store,Shopping,286.61
8470,2024-03-06 11:31:48,Starbucks,Health,342.39
7230,2024-03-06 18:25:11,Netflix,Entertainment,343.49
4735,2024-03-06 23:19:09,Best Buy,Shopping,22.19
4990,2024-03-07 00:12:57,Amazon,Entertainment,260.64
6060,2024-03-07 10:47:39,Apple Store,Shopping,356.52
4365,2024-03-07 22:53:13,Starbucks,Health,445.74
9663,2024-03-08 02:19:02,Target,Health,86.42
4737,2024-03-08 08:58:48,Best Buy,Shopping,436.3
7855,2024-03-08 14:06:04,Starbucks,Health,130.4
5233,2024-03-08 17:12:21,Walmart,Groceries,48.01
581,2024-03-08 19:47:44,Spotify,Entertainment,75.5
3470,2024-03-08 23:34:35,Target,Shopping,494.25
1057,2024-03-09 03:10:47,Uber,Transportation,314.82
1687,2024-03-09 04:20:48,Netflix,Entertainment,432.74
8897,2024-03-09 12:06:05,Airbnb,Travel,295.24
3288,2024-03-09 15:22:12,Best Buy,Shopping,9.66
126,2024-03-09 17:20:35,Target,Groceries,197.32
4059,2024-03-09 21:57:13,Target,Health,384.82
7513,2024-03-09 22:13:37,Netflix,Entertainment,37.09
8251,2024-03-10 00:12:16,Walmart,Shopping,357.03
5842,2024-03-10 02:30:22,Starbucks,Health,455.39
1553,2024-03-10 05:05:11,Target,Health,447.18
6718,2024-03-10 14:08:54,Best Buy,Electronics,103.16
6263,2024-03-10 14:46:10,Uber,Transportation,209.5
9037,2024-03-10 20:41:20,Target,Health,293.69
4522,2024-03-11 01:38:11,Netflix,Entertainment,52.77
772,2024-03-11 02:12:33,Airbnb,Travel,133.11
6052,2024-03-11 06:23:31,Best Buy,Shopping,206.2
7496,2024-03-11 08:34:36,Spotify,Entertainment,266.04
4616,2024-03-11 08:35:24,Spotify,Entertainment,106.72
5651,2024-03-11 09:09:51,Airbnb,Travel,188.43
2782,2024-03-11 11:53:53,Airbnb,Travel,467.99
5598,2024-03-11 14:12:43,Amazon,Travel,43.02
9342,2024-03-11 20:23:39,Walmart,Utilities,91.92
1602,2024-03-11 21:13:06,Spotify,Entertainment,164.13
3307,2024-03-12 02:39:50,Apple Store,Electronics,298.16
2445,2024-03-12 04:33:05,Best Buy,Shopping,109.37
6711,2024-03-12 16:24:03,Airbnb,Travel,23.72
7825,2024-03-12 20:02:28,Best Buy,Electronics,396.99
2361,2024-03-12 22:57:19,Best Buy,Shopping,331.71
